precision,recall,f1-score,support
0.9422442244224423,0.9982517482517482,0.969439728353141,572.0
0.9836065573770492,0.631578947368421,0.7692307692307693,95.0
0.9460269865067467,0.9460269865067467,0.9460269865067467,0.9460269865067467
0.9629253908997457,0.8149153478100846,0.8693352487919551,667.0
0.9481354112750474,0.9460269865067467,0.9409242094376606,667.0
